report_class_id,field_key,field_title,field_type,field_key exists in field_key_library?,field_key_definition
StAnnesAssessmentReport,plan_text,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
StAnnesGSIRPNoteReport,intervention_text,Interventions:,textarea,FALSE,
StAnnesGSIRPNoteReport,response_text,Response:,textarea,FALSE,
StAnnesGSIRPNoteReport,plan_text,Plan for subsequent services:,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills."
StarfishWraparoundReport,what_we_talked_about,What we talked about,textarea,FALSE,
StarfishWraparoundReport,comments,Comments,textarea,TRUE,"This field allows healthcare professionals to capture supplementary information at their discretion, without categorical limitations but may often include information not covered by other fields, or issues that require extra emphasis."
StarfishWraparoundReport,plans,Plans (Who will do what by when?),textarea,FALSE,
StartingPointBHIndividualServiceNoteReport,focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",textarea,FALSE,
StartingPointBHIndividualServiceNoteReport,interventions,Describe the interventions provided.,textarea,TRUE,"The Field ‘interventions' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
StartingPointBHIndividualServiceNoteReport,response,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",textarea,FALSE,
StartingPointBHIndividualServiceNoteReport,plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
StartingPointBHMiscellaneous,narrative,Narrative,textarea,FALSE,
StartingPointBHTCMservicenoteReport,problems_addressed,"Specific problems(s), issue(s), behavior(s), skill deficits addressed:",textarea,FALSE,
StartingPointBHTCMservicenoteReport,update,Update on client mental health status and significant life changes:,textarea,FALSE,
StartingPointBHTCMservicenoteReport,efforts_activities,Case Manager’s Efforts/Activities:,textarea,FALSE,
StepsReport,data,Data,textarea,TRUE,"The Field ‘data' contains the main topics covered in the session. This field is like a summary of the session and can cover a wide array of topics, but should focus primarily on the topics discussed, and less on things outside the session such as planning and homework. Most likely will contain the topics brought up by the client, interactions between therapist and client, client’s state and treatment goals."
StepsReport,assessment,Assessment,textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
StepsReport,assessment_continued,Assessment continued (A),textarea,FALSE,
StepsReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
